Detailed Job Status
"This report shows the jobs details for selected job types, policy types and schedule types "
"Report Time Frame:Jan 15, 2024 12:00:00 AM to Feb 16, 2024 11:59:00 PM"
Job ID,Server Name,Status Code,Job Type,Client Name,Start Time,End Time,Duration,Volume(GB),Number of Files ,Throughput (KB/sec)
1058112,Siebackup,0,Image Cleanup,UNKNOWN,"Jan 26, 2024 4:50:46 AM","Jan 26, 2024 4:51:34 AM",00:00:48,0,0,0
1058113,Siebackup,0,Snapshot,PRUEBA_ACUEBLACKBIRD,"Jan 26, 2024 5:00:00 AM","Jan 26, 2024 5:57:11 AM",00:57:11,0,0,0
1058114,Siebackup,0,Snapshot,ACUEZVPNSOCPRU,"Jan 26, 2024 5:00:00 AM","Jan 26, 2024 5:01:21 AM",00:01:21,0,0,0
1058115,Siebackup,0,Backup,ACUECORI,"Jan 26, 2024 5:00:00 AM","Jan 26, 2024 5:10:01 AM",00:10:01,0,0,0
1058116,Siebackup,0,Backup,EACENNT12,"Jan 26, 2024 5:00:00 AM","Jan 26, 2024 5:27:31 AM",00:27:31,0,0,0
1058117,Siebackup,0,Backup,ACUEZVPNSOCPRU,"Jan 26, 2024 5:00:06 AM","Jan 26, 2024 5:01:17 AM",00:01:11,0.45,542,"65,868"
1058118,Siebackup,0,Backup,PRUEBA_ACUEBLACKBIRD,"Jan 26, 2024 5:00:08 AM","Jan 26, 2024 5:56:59 AM",00:56:51,1.45,"601,095","38,727"
1058119,Siebackup,0,Backup,acueora04,"Jan 26, 2024 5:00:49 AM","Jan 26, 2024 5:01:03 AM",00:00:14,0,1,"22,827"
1058120,Siebackup,0,Backup,EACENNT12,"Jan 26, 2024 5:01:18 AM","Jan 26, 2024 5:26:21 AM",00:25:03,3.71,"2,261","163,513"
1058121,Siebackup,0,Backup,EACENNT12,"Jan 26, 2024 5:01:18 AM","Jan 26, 2024 5:08:19 AM",00:07:01,2.08,"1,533","144,790"
1058122,Siebackup,0,Backup,ACUECORI,"Jan 26, 2024 5:01:29 AM","Jan 26, 2024 5:08:51 AM",00:07:22,15.65,1,"148,406"
1058123,Siebackup,0,Backup,ACUECORI,"Jan 26, 2024 5:01:29 AM","Jan 26, 2024 5:07:37 AM",00:06:08,7.38,1,"154,100"
1058124,Siebackup,0,Backup,ACUECORI,"Jan 26, 2024 5:01:29 AM","Jan 26, 2024 5:03:15 AM",00:01:46,0.47,1,"67,466"
1058125,Siebackup,0,Backup,acueora04,"Jan 26, 2024 5:01:29 AM","Jan 26, 2024 5:08:33 AM",00:07:04,21.3,1,"101,731"
1058126,Siebackup,0,Backup,acueora04,"Jan 26, 2024 5:08:44 AM","Jan 26, 2024 5:14:59 AM",00:06:15,38.55,1,"114,450"
1058127,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 5:09:45 AM","Jan 26, 2024 5:11:53 AM",00:02:08,0,1,"32,000"
1058128,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 5:09:44 AM","Jan 26, 2024 5:12:39 AM",00:02:55,1.97,1,"45,198"
1058129,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 5:12:47 AM","Jan 26, 2024 5:15:13 AM",00:02:26,0,9,"52,238"
1058130,Siebackup,0,Backup,acueora04,"Jan 26, 2024 5:15:10 AM","Jan 26, 2024 5:21:27 AM",00:06:17,25.76,1,"114,524"
1058131,Siebackup,0,Backup,acueora04,"Jan 26, 2024 5:21:36 AM","Jan 26, 2024 5:27:35 AM",00:05:59,33.78,1,"114,459"
1058132,Siebackup,0,Backup,acueora04,"Jan 26, 2024 5:27:42 AM","Jan 26, 2024 5:27:57 AM",00:00:15,0,1,"20,397"
1058133,Siebackup,0,Backup,acueora04,"Jan 26, 2024 5:28:19 AM","Jan 26, 2024 5:28:33 AM",00:00:14,0,1,"20,761"
1058134,Siebackup,0,Backup,acueora04,"Jan 26, 2024 5:28:44 AM","Jan 26, 2024 5:28:57 AM",00:00:13,0,1,"20,786"
1058135,Siebackup,0,Backup,backupsmp,"Jan 26, 2024 6:00:00 AM","Jan 26, 2024 6:00:13 AM",00:00:13,0,0,0
1058136,Siebackup,0,Backup,backupspr,"Jan 26, 2024 6:00:00 AM","Jan 26, 2024 6:00:21 AM",00:00:21,0.03,"2,339","21,894"
1058137,Siebackup,0,Backup,martea,"Jan 26, 2024 6:00:00 AM","Jan 26, 2024 6:00:13 AM",00:00:13,0.06,"1,045","7,656"
1058138,Siebackup,0,Backup,marteb,"Jan 26, 2024 6:00:00 AM","Jan 26, 2024 6:00:09 AM",00:00:09,0.09,306,"22,940"
1058139,Siebackup,0,Backup,sapdbw,"Jan 26, 2024 6:00:00 AM","Jan 26, 2024 6:00:13 AM",00:00:13,0,0,0
1058140,Siebackup,0,Backup,sapbwp-bck,"Jan 26, 2024 6:00:00 AM","Jan 26, 2024 6:00:13 AM",00:00:13,0,0,0
1058141,Siebackup,0,Backup,sapdev-bck,"Jan 26, 2024 6:00:00 AM","Jan 26, 2024 6:23:37 AM",00:23:37,0,0,0
1058142,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 6:00:00 AM","Jan 26, 2024 6:00:13 AM",00:00:13,0,0,0
1058143,Siebackup,0,Backup,backupsmp,"Jan 26, 2024 6:00:00 AM","Jan 26, 2024 6:00:11 AM",00:00:11,0.03,282,"78,887"
1058144,Siebackup,0,Backup,backupsmp,"Jan 26, 2024 6:00:00 AM","Jan 26, 2024 6:00:13 AM",00:00:13,0,1,"32,000"
1058145,Siebackup,0,Backup,sapdbw,"Jan 26, 2024 6:00:00 AM","Jan 26, 2024 6:00:13 AM",00:00:13,0,111,"2,121"
1058146,Siebackup,0,Backup,sapdbw,"Jan 26, 2024 6:00:00 AM","Jan 26, 2024 6:00:13 AM",00:00:13,0.02,19,"120,600"
1058147,Siebackup,0,Backup,sapdev-bck,"Jan 26, 2024 6:00:00 AM","Jan 26, 2024 6:00:11 AM",00:00:11,0,78,"1,232,000"
1058148,Siebackup,0,Backup,sapdev-bck,"Jan 26, 2024 6:00:00 AM","Jan 26, 2024 6:23:37 AM",00:23:37,0.02,66,12
1058149,Siebackup,0,Backup,sapbwp-bck,"Jan 26, 2024 6:00:00 AM","Jan 26, 2024 6:00:13 AM",00:00:13,0.01,258,"107,308"
1058150,Siebackup,0,Backup,sapbwp-bck,"Jan 26, 2024 6:00:00 AM","Jan 26, 2024 6:00:13 AM",00:00:13,0,11,"448,000"
1058151,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 6:00:00 AM","Jan 26, 2024 6:00:13 AM",00:00:13,0.02,597,"11,620"
1058152,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 6:00:00 AM","Jan 26, 2024 6:00:13 AM",00:00:13,0,28,"1,280,000"
1058153,Siebackup,0,Backup,backupspr,"Jan 26, 2024 6:00:11 AM","Jan 26, 2024 6:00:51 AM",00:00:40,0,1,"17,780"
1058154,Siebackup,0,Backup,backupsmp,"Jan 26, 2024 6:00:53 AM","Jan 26, 2024 6:05:13 AM",00:04:20,2.65,20,"17,991"
1058155,Siebackup,0,Backup,backupspr,"Jan 26, 2024 6:00:58 AM","Jan 26, 2024 6:01:31 AM",00:00:33,0.31,1,"26,408"
1058156,Siebackup,0,Backup,backupspr,"Jan 26, 2024 6:01:38 AM","Jan 26, 2024 6:02:01 AM",00:00:23,0,8,133
1058157,Siebackup,0,Backup,backupsmp,"Jan 26, 2024 6:05:19 AM","Jan 26, 2024 6:06:11 AM",00:00:52,0.01,9,"310,526"
1058158,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 6:09:44 AM","Jan 26, 2024 6:13:05 AM",00:03:21,3.53,1,"47,042"
1058159,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 6:13:12 AM","Jan 26, 2024 6:15:27 AM",00:02:15,0,9,"177,333"
1058160,Siebackup,0,Backup,sapbwp-bck,"Jan 26, 2024 7:04:39 AM","Jan 26, 2024 7:05:03 AM",00:00:24,0,1,"257,787"
1058161,Siebackup,0,Backup,sapbwp-bck,"Jan 26, 2024 7:05:08 AM","Jan 26, 2024 7:05:31 AM",00:00:23,0,8,"1,409"
1058162,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 7:09:40 AM","Jan 26, 2024 7:13:11 AM",00:03:31,3.53,1,"48,302"
1058163,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 7:13:19 AM","Jan 26, 2024 7:15:31 AM",00:02:12,0,1,"32,000"
1058164,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 7:13:19 AM","Jan 26, 2024 7:16:17 AM",00:02:58,1.99,1,"50,221"
1058165,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 7:16:23 AM","Jan 26, 2024 7:18:49 AM",00:02:26,0,9,"52,238"
1058166,Siebackup,0,Backup,sapdev-bck,"Jan 26, 2024 7:56:10 AM","Jan 26, 2024 7:56:33 AM",00:00:23,0.02,1,"2,030"
1058167,Siebackup,0,Backup,sapdev-bck,"Jan 26, 2024 7:56:38 AM","Jan 26, 2024 7:57:05 AM",00:00:27,0,9,9
1058168,Siebackup,0,Backup,sapdev-bck,"Jan 26, 2024 7:57:13 AM","Jan 26, 2024 8:00:09 AM",00:02:56,1.14,4,"18,776"
1058169,Siebackup,0,Backup,acunaraix_media-bck,"Jan 26, 2024 8:00:00 AM","Jan 27, 2024 10:03:17 AM",26:03:17,0,0,0
1058170,Siebackup,0,Backup,acueakanala-bck,"Jan 26, 2024 8:00:00 AM","Jan 26, 2024 8:11:41 AM",00:11:41,0,0,0
1058171,Siebackup,0,Backup,acunaraix_media-bck,"Jan 26, 2024 8:00:00 AM","Jan 27, 2024 10:03:17 AM",26:03:17,561.72,"66,663","6,284"
1058172,Siebackup,0,Backup,sapdev-bck,"Jan 26, 2024 8:00:15 AM","Jan 26, 2024 8:03:33 AM",00:03:18,0,9,"121,800"
1058173,Siebackup,0,Backup,acueakanala-bck,"Jan 26, 2024 8:00:13 AM","Jan 26, 2024 8:11:27 AM",00:11:14,2.37,94,"210,551"
1058174,Siebackup,0,Backup,backupsmp,"Jan 26, 2024 8:00:51 AM","Jan 26, 2024 8:06:49 AM",00:05:58,1.07,9,"5,855"
1058175,Siebackup,0,Duplication,L-SIEBACKUP,"Jan 26, 2024 8:00:57 AM","Jan 26, 2024 8:04:09 AM",00:03:12,0.73,0,0
1058175,Siebackup,0,Duplication,Siebackup,"Jan 26, 2024 8:00:57 AM","Jan 26, 2024 8:04:09 AM",00:03:12,0.73,0,0
1058176,Siebackup,0,Duplication,L-SIEBACKUP,"Jan 26, 2024 8:00:57 AM","Jan 26, 2024 8:25:49 AM",00:24:52,79.25,0,0
1058176,Siebackup,0,Duplication,Siebackup,"Jan 26, 2024 8:00:57 AM","Jan 26, 2024 8:25:49 AM",00:24:52,79.25,0,0
1058177,Siebackup,0,Backup,backupsmp,"Jan 26, 2024 8:06:56 AM","Jan 26, 2024 8:10:27 AM",00:03:31,0.14,1,"32,134"
1058178,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 8:09:44 AM","Jan 26, 2024 8:14:41 AM",00:04:57,0,1,"32,000"
1058179,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 8:09:45 AM","Jan 26, 2024 8:15:31 AM",00:05:46,1.99,1,"44,714"
1058180,Siebackup,0,Backup,backupsmp,"Jan 26, 2024 8:10:32 AM","Jan 26, 2024 8:30:25 AM",00:19:53,0.01,9,"310,526"
1058181,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 8:15:38 AM","Jan 26, 2024 8:21:29 AM",00:05:51,3.52,1,"48,549"
1058182,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 8:21:35 AM","Jan 26, 2024 8:26:19 AM",00:04:44,0,9,"182,833"
1058183,Siebackup,0,Image Cleanup,UNKNOWN,"Jan 26, 2024 8:50:46 AM","Jan 26, 2024 8:51:41 AM",00:00:55,0,0,0
1058184,Siebackup,1,Backup,acueora05,"Jan 26, 2024 9:00:00 AM","Jan 27, 2024 2:42:33 AM",17:42:33,531.72,52,"11,444"
1058185,Siebackup,0,Backup,sapdbw,"Jan 26, 2024 9:01:10 AM","Jan 26, 2024 9:01:45 AM",00:00:35,0.38,1,"57,467"
1058186,Siebackup,0,Backup,sapdbw,"Jan 26, 2024 9:01:52 AM","Jan 26, 2024 9:02:15 AM",00:00:23,0,8,135
1058187,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 9:09:45 AM","Jan 26, 2024 9:13:47 AM",00:04:02,3.52,1,"47,651"
1058188,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 9:13:54 AM","Jan 26, 2024 9:19:29 AM",00:05:35,3.5,1,"47,222"
1058189,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 9:19:36 AM","Jan 26, 2024 9:24:45 AM",00:05:09,3.5,1,"47,342"
1058190,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 9:24:50 AM","Jan 26, 2024 9:28:21 AM",00:03:31,0,9,"52,238"
1058191,Siebackup,0,Duplication,L-SIEBACKUP,"Jan 26, 2024 9:50:57 AM","Jan 26, 2024 10:26:59 AM",00:36:02,194.74,0,0
1058191,Siebackup,0,Duplication,Siebackup,"Jan 26, 2024 9:50:57 AM","Jan 26, 2024 10:26:59 AM",00:36:02,194.74,0,0
1058192,Siebackup,0,Backup,EACENNT16,"Jan 26, 2024 10:00:00 AM","Jan 26, 2024 10:01:13 AM",00:01:13,0.01,1,"126,542"
1058193,Siebackup,0,Catalog Backup,L-SIEBACKUP,"Jan 26, 2024 10:00:00 AM","Jan 26, 2024 10:02:17 AM",00:02:17,0,0,0
1058193,Siebackup,0,Catalog Backup,Siebackup,"Jan 26, 2024 10:00:00 AM","Jan 26, 2024 10:02:17 AM",00:02:17,0,0,0
1058194,Siebackup,0,Catalog Backup,L-SIEBACKUP,"Jan 26, 2024 10:00:02 AM","Jan 26, 2024 10:00:56 AM",00:00:54,0,0,0
1058194,Siebackup,0,Catalog Backup,Siebackup,"Jan 26, 2024 10:00:02 AM","Jan 26, 2024 10:00:56 AM",00:00:54,0,0,0
1058195,Siebackup,0,Catalog Backup,L-SIEBACKUP,"Jan 26, 2024 10:00:06 AM","Jan 26, 2024 10:00:19 AM",00:00:13,0.04,22,"229,917"
1058195,Siebackup,0,Catalog Backup,Siebackup,"Jan 26, 2024 10:00:06 AM","Jan 26, 2024 10:00:19 AM",00:00:13,0.04,22,"229,917"
1058196,Siebackup,0,Backup,backupsmp,"Jan 26, 2024 10:00:51 AM","Jan 26, 2024 10:09:31 AM",00:08:40,2.2,18,"5,799"
1058198,Siebackup,0,Catalog Backup,L-SIEBACKUP,"Jan 26, 2024 10:00:58 AM","Jan 26, 2024 10:02:15 AM",00:01:17,1.21,"13,207","90,950"
1058198,Siebackup,0,Catalog Backup,Siebackup,"Jan 26, 2024 10:00:58 AM","Jan 26, 2024 10:02:15 AM",00:01:17,1.21,"13,207","90,950"
1058199,Siebackup,0,Backup,sapbwp-bck,"Jan 26, 2024 10:05:38 AM","Jan 26, 2024 10:06:07 AM",00:00:29,0.27,1,"101,619"
1058200,Siebackup,0,Backup,sapbwp-bck,"Jan 26, 2024 10:05:39 AM","Jan 26, 2024 10:06:11 AM",00:00:32,0.25,1,"84,787"
1058201,Siebackup,0,Backup,sapbwp-bck,"Jan 26, 2024 10:05:39 AM","Jan 26, 2024 10:06:07 AM",00:00:28,0.27,1,"118,973"
1058202,Siebackup,0,Backup,sapbwp-bck,"Jan 26, 2024 10:05:39 AM","Jan 26, 2024 10:06:27 AM",00:00:48,0.28,1,"36,367"
1058203,Siebackup,0,Backup,sapbwp-bck,"Jan 26, 2024 10:06:33 AM","Jan 26, 2024 10:06:55 AM",00:00:22,0,8,"1,485"
1058204,Siebackup,0,Backup,backupsmp,"Jan 26, 2024 10:09:37 AM","Jan 26, 2024 10:25:29 AM",00:15:52,0.28,2,"3,122"
1058205,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 10:09:44 AM","Jan 26, 2024 10:14:55 AM",00:05:11,3.5,1,"39,423"
1058206,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 10:09:49 AM","Jan 26, 2024 10:14:39 AM",00:04:50,3.5,1,"44,695"
1058207,Siebackup,0,Restore,EACENNT12,"Jan 26, 2024 10:14:38 AM","Jan 26, 2024 10:15:37 AM",00:00:59,0,1,"1,567"
1058208,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 10:15:05 AM","Jan 26, 2024 10:18:55 AM",00:03:50,3.53,1,"48,138"
1058209,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 10:15:05 AM","Jan 26, 2024 10:19:11 AM",00:04:06,3.53,3,"40,263"
1058210,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 10:19:17 AM","Jan 26, 2024 10:21:05 AM",00:01:48,0,9,"156,714"
1058211,Siebackup,0,Backup,backupsmp,"Jan 26, 2024 10:25:35 AM","Jan 26, 2024 10:29:59 AM",00:04:24,0.12,1,"3,389"
1058212,Siebackup,0,Backup,backupsmp,"Jan 26, 2024 10:30:05 AM","Jan 26, 2024 10:33:51 AM",00:03:46,0.01,9,"310,526"
1058213,Siebackup,0,Duplication,L-SIEBACKUP,"Jan 26, 2024 11:00:57 AM","Jan 26, 2024 11:08:27 AM",00:07:30,55.71,0,0
1058213,Siebackup,0,Duplication,Siebackup,"Jan 26, 2024 11:00:57 AM","Jan 26, 2024 11:08:27 AM",00:07:30,55.71,0,0
1058214,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 11:09:45 AM","Jan 26, 2024 11:12:33 AM",00:02:48,3.53,1,"39,046"
1058215,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 11:09:45 AM","Jan 26, 2024 11:12:37 AM",00:02:52,3.53,3,"38,090"
1058216,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 11:12:46 AM","Jan 26, 2024 11:18:21 AM",00:05:35,7.08,2,"39,388"
1058217,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 11:12:46 AM","Jan 26, 2024 11:17:41 AM",00:04:55,7.08,2,"48,660"
1058218,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 11:18:27 AM","Jan 26, 2024 11:23:33 AM",00:05:06,3.55,1,"47,855"
1058219,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 11:23:40 AM","Jan 26, 2024 11:29:03 AM",00:05:23,3.55,1,"51,322"
1058220,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 11:29:10 AM","Jan 26, 2024 11:33:41 AM",00:04:31,0,9,"52,238"
1058221,Siebackup,0,Backup,sapbwp-bck,"Jan 26, 2024 11:59:38 AM","Jan 26, 2024 12:00:07 PM",00:00:29,0,1,"85,773"
1058222,Siebackup,0,Backup,sapbwp-bck,"Jan 26, 2024 11:59:38 AM","Jan 26, 2024 12:00:21 PM",00:00:43,0,1,"43,100"
1058223,Siebackup,0,Backup,sapbwp-bck,"Jan 26, 2024 11:59:38 AM","Jan 26, 2024 12:00:07 PM",00:00:29,0,1,"114,589"
1058224,Siebackup,0,Backup,sapbwp-bck,"Jan 26, 2024 11:59:38 AM","Jan 26, 2024 12:00:09 PM",00:00:31,0,1,"105,232"
1058225,Siebackup,0,Backup,acueora04,"Jan 26, 2024 12:00:00 PM","Jan 26, 2024 12:02:59 PM",00:02:59,0,0,0
1058226,Siebackup,0,Backup,acueora04,"Jan 26, 2024 12:00:17 PM","Jan 26, 2024 12:02:49 PM",00:02:32,12.97,24,"98,715"
1058227,Siebackup,0,Backup,sapbwp-bck,"Jan 26, 2024 12:00:28 PM","Jan 26, 2024 12:00:49 PM",00:00:21,0,8,"1,482"
1058228,Siebackup,0,Backup,backupsmp,"Jan 26, 2024 12:00:51 PM","Jan 26, 2024 12:07:19 PM",00:06:28,0.98,8,"4,008"
1058229,Siebackup,0,Duplication,L-SIEBACKUP,"Jan 26, 2024 12:05:57 PM","Jan 26, 2024 12:08:49 PM",00:02:52,3.71,0,0
1058229,Siebackup,0,Duplication,Siebackup,"Jan 26, 2024 12:05:57 PM","Jan 26, 2024 12:08:49 PM",00:02:52,3.71,0,0
1058230,Siebackup,0,Backup,backupsmp,"Jan 26, 2024 12:07:26 PM","Jan 26, 2024 12:11:27 PM",00:04:01,0.15,1,"24,543"
1058231,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 12:09:44 PM","Jan 26, 2024 12:20:29 PM",00:10:45,10.63,3,"39,809"
1058232,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 12:09:45 PM","Jan 26, 2024 12:20:31 PM",00:10:46,10.63,3,"39,804"
1058233,Siebackup,0,Backup,backupsmp,"Jan 26, 2024 12:11:34 PM","Jan 26, 2024 12:30:27 PM",00:18:53,0.11,1,"22,247"
1058234,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 12:20:44 PM","Jan 26, 2024 12:24:53 PM",00:04:09,3.55,1,"39,914"
1058235,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 12:20:44 PM","Jan 26, 2024 12:25:13 PM",00:04:29,3.52,1,"33,857"
1058236,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 12:25:19 PM","Jan 26, 2024 12:27:19 PM",00:02:00,0,9,"52,238"
1058237,Siebackup,0,Backup,backupsmp,"Jan 26, 2024 12:30:34 PM","Jan 26, 2024 12:34:31 PM",00:03:57,0.01,9,"295,000"
1058238,Siebackup,0,Image Cleanup,UNKNOWN,"Jan 26, 2024 12:50:47 PM","Jan 26, 2024 12:51:34 PM",00:00:47,0,0,0
1058239,Siebackup,0,Backup,backupsmp,"Jan 26, 2024 2:00:53 PM","Jan 26, 2024 2:07:37 PM",00:06:44,1.84,15,"7,135"
1058240,Siebackup,0,Backup,backupsmp,"Jan 26, 2024 2:07:42 PM","Jan 26, 2024 2:11:55 PM",00:04:13,0.13,1,"25,779"
1058241,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 2:09:35 PM","Jan 26, 2024 2:16:29 PM",00:06:54,3.55,1,"44,861"
1058242,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 2:09:35 PM","Jan 26, 2024 2:16:55 PM",00:07:20,3.52,1,"34,852"
1058243,Siebackup,0,Backup,backupsmp,"Jan 26, 2024 2:12:02 PM","Jan 26, 2024 2:27:43 PM",00:15:41,0.14,1,"35,653"
1058244,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 2:17:03 PM","Jan 26, 2024 2:20:45 PM",00:03:42,3.53,2,"38,013"
1058245,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 2:17:03 PM","Jan 26, 2024 2:20:55 PM",00:03:52,3.96,2,"39,162"
1058246,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 2:21:02 PM","Jan 26, 2024 2:23:59 PM",00:02:57,0,9,"52,238"
1058247,Siebackup,0,Backup,backupsmp,"Jan 26, 2024 2:27:49 PM","Jan 26, 2024 2:31:59 PM",00:04:10,0.01,9,"327,777"
1058248,Siebackup,0,Backup,sapdbw,"Jan 26, 2024 2:30:09 PM","Jan 26, 2024 2:30:47 PM",00:00:38,0.36,1,"50,031"
1058249,Siebackup,0,Backup,sapdbw,"Jan 26, 2024 2:30:53 PM","Jan 26, 2024 2:31:15 PM",00:00:22,0,8,133
1058250,Siebackup,0,Duplication,L-SIEBACKUP,"Jan 26, 2024 2:40:58 PM","Jan 26, 2024 2:43:45 PM",00:02:47,0.9,0,0
1058250,Siebackup,0,Duplication,Siebackup,"Jan 26, 2024 2:40:58 PM","Jan 26, 2024 2:43:45 PM",00:02:47,0.9,0,0
1058251,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 3:09:37 PM","Jan 26, 2024 3:12:59 PM",00:03:22,3.96,2,"47,299"
1058252,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 3:09:37 PM","Jan 26, 2024 3:12:43 PM",00:03:06,3.53,2,"50,451"
1058253,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 3:13:08 PM","Jan 26, 2024 3:18:01 PM",00:04:53,3.5,1,"50,736"
1058254,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 3:18:07 PM","Jan 26, 2024 3:22:13 PM",00:04:06,0,9,"49,863"
1058255,Siebackup,0,Backup,backupsmp,"Jan 26, 2024 4:00:51 PM","Jan 26, 2024 4:05:01 PM",00:04:10,0.99,8,"9,766"
1058256,Siebackup,0,Backup,backupsmp,"Jan 26, 2024 4:05:07 PM","Jan 26, 2024 4:09:25 PM",00:04:18,0.01,9,"280,952"
1058257,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 4:09:45 PM","Jan 26, 2024 4:15:01 PM",00:05:16,3.5,1,"48,026"
1058258,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 4:15:09 PM","Jan 26, 2024 4:21:09 PM",00:06:00,3.51,2,"43,730"
1058259,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 4:15:09 PM","Jan 26, 2024 4:21:59 PM",00:06:50,4.72,2,"38,082"
1058260,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 4:22:05 PM","Jan 26, 2024 4:26:11 PM",00:04:06,0,9,"47,695"
1058261,Siebackup,0,Image Cleanup,UNKNOWN,"Jan 26, 2024 4:50:47 PM","Jan 26, 2024 4:51:28 PM",00:00:41,0,0,0
1058262,Siebackup,0,Backup,sapdev-bck,"Jan 26, 2024 5:00:20 PM","Jan 26, 2024 5:03:15 PM",00:02:55,0.33,1,"12,340"
1058263,Siebackup,0,Backup,sapdev-bck,"Jan 26, 2024 5:03:20 PM","Jan 26, 2024 5:07:39 PM",00:04:19,0,9,"304,500"
1058264,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 5:09:45 PM","Jan 26, 2024 5:13:21 PM",00:03:36,3.51,2,"48,481"
1058265,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 5:09:44 PM","Jan 26, 2024 5:14:01 PM",00:04:17,4.72,2,"43,994"
1058266,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 5:14:12 PM","Jan 26, 2024 5:18:39 PM",00:04:27,3.54,1,"46,919"
1058267,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 5:14:12 PM","Jan 26, 2024 5:18:31 PM",00:04:19,3.6,1,"51,394"
1058268,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 5:18:45 PM","Jan 26, 2024 5:22:17 PM",00:03:32,3.5,1,"51,784"
1058269,Siebackup,0,Backup,sapn0-bck,"Jan 26, 2024 5:22:22 PM","Jan 26, 2024 5:24:19 PM",00:01:57,0,9,"52,238"
1058270,Siebackup,0,Backup,sapdbw,"Jan 26, 2024 5:40:10 PM","Jan 26, 2024 5:41:05 PM",00:00:55,0.36,1,"25,980"
1058271,Siebackup,0,Backup,sapdbw,"Jan 26, 2024 5:41:11 PM","Jan 26, 2024 5:41:33 PM",00:00:22,0,8,135
1058272,Siebackup,0,Backup,virtualdbsql12,"Jan 26, 2024 5:47:52 PM","Jan 26, 2024 5:50:19 PM",00:02:27,0,0,0
1058273,Siebackup,0,Backup,virtualdbsql12,"Jan 26, 2024 5:48:09 PM","Jan 26, 2024 5:50:09 PM",00:02:00,0.08,3,"11,877"
1058274,Siebackup,0,Backup,ACUETREGAN(03-01-22 12:19),"Jan 26, 2024 6:00:00 PM","Jan 26, 2024 6:03:35 PM",00:03:35,0,0,0
1058275,Siebackup,0,Backup,ACUEUTAPAU,"Jan 26, 2024 6:00:00 PM","Jan 26, 2024 6:02:19 PM",00:02:19,0,0,0
1058276,Siebackup,0,Backup,Acuezadd,"Jan 26, 2024 6:00:00 PM","Jan 26, 2024 6:01:57 PM",00:01:57,0,0,0
