Detailed Job Status
"This report shows the jobs details for selected job types, policy types and schedule types "
"Report Time Frame:Jan 15, 2024 12:00:00 AM to Feb 16, 2024 11:59:00 PM"
Job ID,Server Name,Status Code,Job Type,Client Name,Start Time,End Time,Duration,Volume(GB),Number of Files ,Throughput (KB/sec)
1053798,Siebackup,0,Backup,sapdev-bck,"Jan 19, 2024 6:00:00 AM","Jan 19, 2024 6:00:13 AM",00:00:13,0,79,"1,232,000"
1053799,Siebackup,0,Backup,sapdev-bck,"Jan 19, 2024 6:00:00 AM","Jan 19, 2024 6:00:15 AM",00:00:15,0,10,"288,000"
1053800,Siebackup,0,Backup,sapbwp-bck,"Jan 19, 2024 6:00:00 AM","Jan 19, 2024 6:00:23 AM",00:00:23,0.01,257,"87,754"
1053801,Siebackup,0,Backup,sapbwp-bck,"Jan 19, 2024 6:00:00 AM","Jan 19, 2024 6:00:15 AM",00:00:15,0,10,"384,000"
1053802,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 6:00:00 AM","Jan 19, 2024 6:00:13 AM",00:00:13,0.02,595,"44,830"
1053803,Siebackup,1,Backup,sapn0-bck,"Jan 19, 2024 6:00:00 AM","Jan 19, 2024 10:44:07 AM",04:44:07,0.04,329,2
1053804,Siebackup,0,Backup,backupspr,"Jan 19, 2024 6:00:27 AM","Jan 19, 2024 6:01:05 AM",00:00:38,0,1,"23,868"
1053805,Siebackup,0,Backup,backupspr,"Jan 19, 2024 6:01:11 AM","Jan 19, 2024 6:01:55 AM",00:00:44,0.3,1,"15,840"
1053806,Siebackup,0,Backup,backupsmp,"Jan 19, 2024 6:01:28 AM","Jan 19, 2024 6:05:53 AM",00:04:25,0.86,8,"4,681"
1053807,Siebackup,0,Backup,backupspr,"Jan 19, 2024 6:02:01 AM","Jan 19, 2024 6:02:25 AM",00:00:24,0,8,103
1053808,Siebackup,0,Backup,backupsmp,"Jan 19, 2024 6:05:59 AM","Jan 19, 2024 6:06:25 AM",00:00:26,0.09,1,"19,915"
1053809,Siebackup,0,Backup,backupsmp,"Jan 19, 2024 6:06:31 AM","Jan 19, 2024 6:06:55 AM",00:00:24,0,9,"1,124"
1053810,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 6:53:40 AM","Jan 19, 2024 8:13:27 AM",01:19:47,470.31,0,0
1053811,Siebackup,0,Backup,sapbwp-bck,"Jan 19, 2024 7:05:28 AM","Jan 19, 2024 7:06:33 AM",00:01:05,0.32,1,"20,234"
1053812,Siebackup,0,Backup,sapbwp-bck,"Jan 19, 2024 7:06:39 AM","Jan 19, 2024 7:07:03 AM",00:00:24,0,8,"1,552"
1053813,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 7:08:40 AM","Jan 19, 2024 9:36:17 AM",02:27:37,535.36,0,0
1053814,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 7:09:53 AM","Jan 19, 2024 7:11:43 AM",00:01:50,0,1,"32,000"
1053815,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 7:09:53 AM","Jan 19, 2024 7:12:41 AM",00:02:48,2.65,1,"49,236"
1053816,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 7:12:48 AM","Jan 19, 2024 7:15:23 AM",00:02:35,0,9,"193,600"
1053817,Siebackup,0,Backup,acueakanala-bck,"Jan 19, 2024 8:00:00 AM","Jan 19, 2024 8:08:17 AM",00:08:17,0,0,0
1053818,Siebackup,0,Backup,acueakanala-bck,"Jan 19, 2024 8:00:14 AM","Jan 19, 2024 8:08:07 AM",00:07:53,2.68,79,"204,709"
1053819,Siebackup,0,Backup,backupsmp,"Jan 19, 2024 8:01:29 AM","Jan 19, 2024 8:11:09 AM",00:09:40,1.59,22,"5,565"
1053820,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 8:09:55 AM","Jan 19, 2024 8:12:43 AM",00:02:48,2.65,1,"47,639"
1053821,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 8:09:54 AM","Jan 19, 2024 8:11:43 AM",00:01:49,0,1,"32,000"
1053822,Siebackup,0,Backup,backupsmp,"Jan 19, 2024 8:11:17 AM","Jan 19, 2024 8:11:43 AM",00:00:26,0.1,1,"26,695"
1053823,Siebackup,0,Backup,backupsmp,"Jan 19, 2024 8:11:50 AM","Jan 19, 2024 8:12:17 AM",00:00:27,0,9,757
1053824,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 8:12:50 AM","Jan 19, 2024 8:16:47 AM",00:03:57,3.53,1,"44,586"
1053825,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 8:15:41 AM","Jan 19, 2024 9:49:29 AM",01:33:48,68.23,0,0
1053826,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 8:15:42 AM","Jan 19, 2024 10:01:01 AM",01:45:19,16.89,0,0
1053827,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 8:15:42 AM","Jan 19, 2024 10:52:13 AM",02:36:31,29.22,0,0
1053828,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 8:16:53 AM","Jan 19, 2024 8:18:27 AM",00:01:34,0,9,"44,000"
1053829,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 8:25:41 AM","Jan 19, 2024 10:01:21 AM",01:35:40,0.01,0,0
1053830,Siebackup,0,Image Cleanup,UNKNOWN,"Jan 19, 2024 8:50:43 AM","Jan 19, 2024 8:51:41 AM",00:00:58,0,0,0
1053831,Siebackup,1,Backup,acueora05,"Jan 19, 2024 9:00:00 AM","Jan 20, 2024 2:53:53 AM",17:53:53,521.73,52,"11,225"
1053832,Siebackup,0,Backup,sapdbw,"Jan 19, 2024 9:01:24 AM","Jan 19, 2024 9:01:55 AM",00:00:31,0.37,1,"81,306"
1053833,Siebackup,0,Backup,sapdbw,"Jan 19, 2024 9:02:02 AM","Jan 19, 2024 9:02:25 AM",00:00:23,0,8,140
1053834,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 9:09:53 AM","Jan 19, 2024 9:13:07 AM",00:03:14,3.53,1,"46,107"
1053835,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 9:13:16 AM","Jan 19, 2024 9:17:11 AM",00:03:55,3.5,1,"45,963"
1053836,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 9:17:17 AM","Jan 19, 2024 9:19:49 AM",00:02:32,3.55,1,"49,203"
1053837,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 9:19:55 AM","Jan 19, 2024 9:23:23 AM",00:03:28,3.58,1,"48,348"
1053838,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 9:23:28 AM","Jan 19, 2024 9:24:29 AM",00:01:01,0,9,"41,666"
1053839,Siebackup,0,Backup,EACENNT16,"Jan 19, 2024 10:00:00 AM","Jan 19, 2024 10:01:17 AM",00:01:17,0.01,1,"124,545"
1053840,Siebackup,0,Catalog Backup,Siebackup,"Jan 19, 2024 10:00:00 AM","Jan 19, 2024 10:02:09 AM",00:02:09,0,0,0
1053841,Siebackup,0,Catalog Backup,Siebackup,"Jan 19, 2024 10:00:03 AM","Jan 19, 2024 10:00:58 AM",00:00:55,0,0,0
1053842,Siebackup,0,Catalog Backup,Siebackup,"Jan 19, 2024 10:00:06 AM","Jan 19, 2024 10:00:19 AM",00:00:13,0.04,22,"224,502"
1053843,Siebackup,191,Duplication,Siebackup,"Jan 19, 2024 10:19:10 AM","Jan 19, 2024 5:37:49 PM",07:18:39,0,0,0
1053844,Siebackup,0,Catalog Backup,Siebackup,"Jan 19, 2024 10:01:00 AM","Jan 19, 2024 10:02:07 AM",00:01:07,0.82,"13,573","74,819"
1053845,Siebackup,0,Backup,backupsmp,"Jan 19, 2024 10:01:29 AM","Jan 19, 2024 10:08:19 AM",00:06:50,1.11,12,"4,298"
1053846,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 10:03:42 AM","Jan 19, 2024 12:46:25 PM",02:42:43,"1,009.13",0,0
1053847,Siebackup,0,Backup,sapbwp-bck,"Jan 19, 2024 10:06:27 AM","Jan 19, 2024 10:07:09 AM",00:00:42,0,1,"39,796"
1053848,Siebackup,0,Backup,sapbwp-bck,"Jan 19, 2024 10:07:16 AM","Jan 19, 2024 10:07:39 AM",00:00:23,0,8,"1,538"
1053849,Siebackup,0,Backup,backupsmp,"Jan 19, 2024 10:08:26 AM","Jan 19, 2024 10:08:59 AM",00:00:33,0.1,1,"11,047"
1053850,Siebackup,0,Backup,backupsmp,"Jan 19, 2024 10:09:05 AM","Jan 19, 2024 10:09:33 AM",00:00:28,0,9,614
1053851,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 10:09:56 AM","Jan 19, 2024 10:12:37 AM",00:02:41,3.58,1,"44,647"
1053852,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 10:09:57 AM","Jan 19, 2024 10:14:15 AM",00:04:18,7.06,2,"41,634"
1053853,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 10:14:28 AM","Jan 19, 2024 10:19:29 AM",00:05:01,7.04,3,"44,550"
1053854,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 10:14:27 AM","Jan 19, 2024 10:20:07 AM",00:05:40,7.47,3,"39,240"
1053855,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 10:15:42 AM","Jan 19, 2024 1:01:41 PM",02:45:59,1.73,0,0
1053856,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 10:20:12 AM","Jan 19, 2024 10:21:57 AM",00:01:45,0,9,"47,619"
1053857,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 10:42:10 AM","Jan 19, 2024 12:02:09 PM",01:19:59,253.91,0,0
1053858,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 11:10:55 AM","Jan 19, 2024 12:27:43 PM",01:16:48,241.3,0,0
1053859,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 10:43:57 AM","Jan 19, 2024 10:49:33 AM",00:05:36,7.47,3,"38,291"
1053860,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 10:43:57 AM","Jan 19, 2024 10:49:17 AM",00:05:20,7.04,3,"37,904"
1053861,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 10:49:43 AM","Jan 19, 2024 10:52:23 AM",00:02:40,3.5,1,"47,284"
1053862,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 10:52:28 AM","Jan 19, 2024 10:54:53 AM",00:02:25,0,9,"45,454"
1053863,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 11:00:41 AM","Jan 19, 2024 12:19:49 PM",01:19:08,"1,182.71",0,0
1053864,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 11:00:41 AM","Jan 19, 2024 11:06:23 AM",00:05:42,15.19,0,0
1053865,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 11:05:42 AM","Jan 19, 2024 11:09:31 AM",00:03:49,25.54,0,0
1053866,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 11:09:52 AM","Jan 19, 2024 11:13:47 AM",00:03:55,3.5,1,"49,251"
1053867,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 11:40:52 AM","Jan 19, 2024 1:07:35 PM",01:26:43,787.25,0,0
1053868,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 11:13:55 AM","Jan 19, 2024 11:15:27 AM",00:01:32,0,9,"40,333"
1053869,Siebackup,150,Snapshot,CC-SCADA27,"Jan 19, 2024 11:43:42 AM","Jan 19, 2024 12:04:35 PM",00:20:53,0,0,0
1053870,Siebackup,0,Snapshot,CC-SCADA28.acueducto.cc,"Jan 19, 2024 11:43:42 AM","Jan 19, 2024 11:46:41 AM",00:02:59,0,0,0
1053871,Siebackup,191,Duplication,Siebackup,"Jan 19, 2024 12:02:09 PM","Jan 19, 2024 1:35:49 PM",01:33:40,205.07,0,0
1053872,Siebackup,150,Backup,CC-SCADA27,"Jan 19, 2024 11:43:51 AM","Jan 19, 2024 12:04:09 PM",00:20:18,43.42,"3,169","118,781"
1053873,Siebackup,0,Backup,CC-SCADA28.acueducto.cc,"Jan 19, 2024 11:43:53 AM","Jan 19, 2024 11:46:31 AM",00:02:38,4.57,"3,150","103,594"
1053874,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 11:50:42 AM","Jan 19, 2024 12:49:47 PM",00:59:05,14.29,0,0
1053875,Siebackup,0,Backup,acueora04,"Jan 19, 2024 12:00:00 PM","Jan 19, 2024 12:02:37 PM",00:02:37,0,0,0
1053876,Siebackup,0,Backup,acueora04,"Jan 19, 2024 12:00:17 PM","Jan 19, 2024 12:02:27 PM",00:02:10,10.58,22,"97,449"
1053877,Siebackup,0,Backup,backupsmp,"Jan 19, 2024 12:00:43 PM","Jan 19, 2024 12:04:51 PM",00:04:08,1.28,17,"10,172"
1053878,Siebackup,191,Duplication,Siebackup,"Jan 19, 2024 12:27:44 PM","Jan 19, 2024 3:36:41 PM",03:08:57,0,0,0
1053879,Siebackup,0,Image Cleanup,UNKNOWN,"Jan 19, 2024 12:04:04 PM","Jan 19, 2024 12:04:05 PM",00:00:01,0,0,0
1053880,Siebackup,0,Backup,backupsmp,"Jan 19, 2024 12:04:57 PM","Jan 19, 2024 12:05:23 PM",00:00:26,0,9,"1,113"
1053881,Siebackup,150,Snapshot,CC-SCADA27,"Jan 19, 2024 12:06:29 PM","Jan 19, 2024 12:12:23 PM",00:05:54,0,0,0
1053882,Siebackup,0,Snapshot,CC-SCADA28.acueducto.cc,"Jan 19, 2024 12:06:30 PM","Jan 19, 2024 12:07:49 PM",00:01:19,0,0,0
1053883,Siebackup,0,Backup,CC-SCADA28.acueducto.cc,"Jan 19, 2024 12:06:37 PM","Jan 19, 2024 12:07:39 PM",00:01:02,0.13,280,"99,248"
1053884,Siebackup,150,Backup,CC-SCADA27,"Jan 19, 2024 12:06:37 PM","Jan 19, 2024 12:12:09 PM",00:05:32,0.82,"3,160","97,762"
1053885,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 12:09:51 PM","Jan 19, 2024 12:13:45 PM",00:03:54,3.54,1,"48,011"
1053886,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 12:09:52 PM","Jan 19, 2024 12:15:21 PM",00:05:29,7.02,2,"43,584"
1053887,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 12:10:42 PM","Jan 19, 2024 1:02:23 PM",00:51:41,2.2,0,0
1053888,Siebackup,0,Image Cleanup,UNKNOWN,"Jan 19, 2024 12:12:00 PM","Jan 19, 2024 12:12:02 PM",00:00:02,0,0,0
1053889,Siebackup,150,Snapshot,CC-SCADA27,"Jan 19, 2024 12:12:43 PM","Jan 19, 2024 12:22:15 PM",00:09:32,0,0,0
1053890,Siebackup,150,Backup,CC-SCADA27,"Jan 19, 2024 12:12:50 PM","Jan 19, 2024 12:22:01 PM",00:09:11,3.51,"3,161","106,595"
1053891,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 12:15:28 PM","Jan 19, 2024 12:16:47 PM",00:01:19,0,9,"47,619"
1053892,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 12:46:24 PM","Jan 19, 2024 12:50:59 PM",00:04:35,5.2,0,0
1053893,Siebackup,0,Image Cleanup,UNKNOWN,"Jan 19, 2024 12:21:53 PM","Jan 19, 2024 12:21:54 PM",00:00:01,0,0,0
1053894,Siebackup,0,Snapshot,CC-SCADA27,"Jan 19, 2024 12:25:29 PM","Jan 19, 2024 12:26:59 PM",00:01:30,0,0,0
1053895,Siebackup,0,Backup,CC-SCADA27,"Jan 19, 2024 12:25:36 PM","Jan 19, 2024 12:26:49 PM",00:01:13,0.08,414,"95,742"
1053896,Siebackup,0,Snapshot,CC-SCADA27,"Jan 19, 2024 12:29:26 PM","Jan 19, 2024 12:30:51 PM",00:01:25,0,0,0
1053897,Siebackup,0,Snapshot,CC-SCADA28.acueducto.cc,"Jan 19, 2024 12:29:26 PM","Jan 19, 2024 12:30:47 PM",00:01:21,0,0,0
1053898,Siebackup,0,Backup,CC-SCADA28.acueducto.cc,"Jan 19, 2024 12:29:33 PM","Jan 19, 2024 12:30:37 PM",00:01:04,0.06,243,"94,101"
1053899,Siebackup,0,Backup,CC-SCADA27,"Jan 19, 2024 12:29:34 PM","Jan 19, 2024 12:30:39 PM",00:01:05,0.03,120,"91,288"
1053900,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 12:49:48 PM","Jan 19, 2024 12:52:19 PM",00:02:31,5.82,0,0
1053901,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 12:50:59 PM","Jan 19, 2024 12:54:19 PM",00:03:20,9.91,0,0
1053902,Siebackup,0,Image Cleanup,UNKNOWN,"Jan 19, 2024 12:50:44 PM","Jan 19, 2024 12:51:35 PM",00:00:51,0,0,0
1053903,Siebackup,191,Duplication,Siebackup,"Jan 19, 2024 1:38:43 PM","Jan 19, 2024 5:37:45 PM",03:59:02,0,0,0
1053904,Siebackup,0,Backup,backupsmp,"Jan 19, 2024 2:00:43 PM","Jan 19, 2024 2:02:41 PM",00:01:58,1.04,11,"14,808"
1053905,Siebackup,0,Backup,backupsmp,"Jan 19, 2024 2:02:48 PM","Jan 19, 2024 2:03:13 PM",00:00:25,0,9,"1,092"
1053906,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 2:09:42 PM","Jan 19, 2024 2:14:45 PM",00:05:03,7.02,2,"43,865"
1053907,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 2:09:42 PM","Jan 19, 2024 2:13:23 PM",00:03:41,3.54,1,"41,040"
1053908,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 2:10:42 PM","Jan 19, 2024 2:12:55 PM",00:02:13,1.39,0,0
1053909,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 2:14:55 PM","Jan 19, 2024 2:19:03 PM",00:04:08,6.05,3,"37,433"
1053910,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 2:14:55 PM","Jan 19, 2024 2:19:27 PM",00:04:32,7.04,2,"39,219"
1053911,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 2:19:34 PM","Jan 19, 2024 2:21:05 PM",00:01:31,0,9,"47,619"
1053912,Siebackup,0,Backup,sapdbw,"Jan 19, 2024 2:30:24 PM","Jan 19, 2024 2:31:23 PM",00:00:59,0.37,1,"23,223"
1053913,Siebackup,0,Backup,sapdbw,"Jan 19, 2024 2:31:30 PM","Jan 19, 2024 2:31:53 PM",00:00:23,0,8,143
1053914,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 2:45:42 PM","Jan 19, 2024 2:47:41 PM",00:01:59,0.91,0,0
1053915,Siebackup,0,Backup,sapbwp-bck,"Jan 19, 2024 3:00:26 PM","Jan 19, 2024 3:08:03 PM",00:07:37,0.35,1,"2,106"
1053916,Siebackup,0,Backup,sapbwp-bck,"Jan 19, 2024 3:08:10 PM","Jan 19, 2024 3:08:39 PM",00:00:29,0,8,695
1053917,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 3:09:52 PM","Jan 19, 2024 3:14:43 PM",00:04:51,7.04,2,"42,065"
1053918,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 3:09:53 PM","Jan 19, 2024 3:14:11 PM",00:04:18,6.05,3,"42,769"
1053919,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 3:14:54 PM","Jan 19, 2024 3:18:43 PM",00:03:49,3.52,1,"41,956"
1053920,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 3:18:49 PM","Jan 19, 2024 3:20:27 PM",00:01:38,0,9,"166,666"
1053921,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 3:20:42 PM","Jan 19, 2024 3:22:37 PM",00:01:55,0.88,0,0
1053922,Siebackup,191,Duplication,Siebackup,"Jan 19, 2024 3:38:44 PM","Jan 19, 2024 6:39:03 PM",03:00:19,0,0,0
1053923,Siebackup,0,Backup,backupsmp,"Jan 19, 2024 4:00:39 PM","Jan 19, 2024 4:10:25 PM",00:09:46,1.35,18,"4,115"
1053924,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 4:09:53 PM","Jan 19, 2024 4:13:07 PM",00:03:14,3.52,1,"47,169"
1053925,Siebackup,0,Backup,backupsmp,"Jan 19, 2024 4:10:33 PM","Jan 19, 2024 4:11:29 PM",00:00:56,0.11,1,"4,239"
1053926,Siebackup,0,Backup,backupsmp,"Jan 19, 2024 4:11:35 PM","Jan 19, 2024 4:11:59 PM",00:00:24,0,9,"1,086"
1053927,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 4:13:14 PM","Jan 19, 2024 4:16:57 PM",00:03:43,3.52,2,"52,729"
1053928,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 4:13:14 PM","Jan 19, 2024 4:17:55 PM",00:04:41,5.14,2,"43,031"
1053929,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 4:15:42 PM","Jan 19, 2024 4:18:11 PM",00:02:29,2.37,0,0
1053930,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 4:18:01 PM","Jan 19, 2024 4:19:51 PM",00:01:50,0,9,"45,454"
1053931,Siebackup,0,Image Cleanup,UNKNOWN,"Jan 19, 2024 4:50:43 PM","Jan 19, 2024 4:51:26 PM",00:00:43,0,0,0
1053932,Siebackup,0,Backup,sapdev-bck,"Jan 19, 2024 5:00:37 PM","Jan 19, 2024 5:01:01 PM",00:00:24,0.11,1,"164,740"
1053933,Siebackup,0,Backup,sapdev-bck,"Jan 19, 2024 5:01:07 PM","Jan 19, 2024 5:01:33 PM",00:00:26,0,9,175
1053934,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 5:09:52 PM","Jan 19, 2024 5:14:13 PM",00:04:21,5.14,2,"41,841"
1053935,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 5:09:53 PM","Jan 19, 2024 5:13:31 PM",00:03:38,3.52,2,"40,886"
1053936,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 5:14:23 PM","Jan 19, 2024 5:19:41 PM",00:05:18,7.02,2,"49,752"
1053937,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 5:14:22 PM","Jan 19, 2024 5:18:29 PM",00:04:07,3.52,1,"45,647"
1053938,Siebackup,0,Duplication,Siebackup,"Jan 19, 2024 5:15:42 PM","Jan 19, 2024 5:17:41 PM",00:01:59,0.33,0,0
1053939,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 5:19:48 PM","Jan 19, 2024 5:22:03 PM",00:02:15,0,9,"166,666"
1053940,Siebackup,0,Backup,sapdbw,"Jan 19, 2024 5:40:24 PM","Jan 19, 2024 5:41:01 PM",00:00:37,0.35,1,"51,678"
1053941,Siebackup,0,Backup,sapdbw,"Jan 19, 2024 5:41:06 PM","Jan 19, 2024 5:41:29 PM",00:00:23,0,8,140
1053942,Siebackup,191,Duplication,Siebackup,"Jan 19, 2024 5:43:44 PM","Jan 19, 2024 7:39:41 PM",01:55:57,0,0,0
1053943,Siebackup,0,Backup,ACUEBILBAO,"Jan 19, 2024 6:00:00 PM","Jan 19, 2024 6:05:35 PM",00:05:35,0,0,0
1053944,Siebackup,0,Backup,ACUESTORM_rest,"Jan 19, 2024 6:00:00 PM","Jan 19, 2024 6:05:15 PM",00:05:15,0,"12,801",144
1053945,Siebackup,0,Backup,ACUETREGAN(03-01-22 12:19),"Jan 19, 2024 6:00:00 PM","Jan 19, 2024 6:03:31 PM",00:03:31,0,0,0
1053946,Siebackup,0,Backup,ACUEUTAPAU,"Jan 19, 2024 6:00:00 PM","Jan 19, 2024 6:02:17 PM",00:02:17,0,0,0
1053947,Siebackup,0,Backup,Acuezadd,"Jan 19, 2024 6:00:00 PM","Jan 19, 2024 6:02:13 PM",00:02:13,0,0,0
1053948,Siebackup,0,Backup,moaixprd-bk,"Jan 19, 2024 6:00:00 PM","Jan 19, 2024 6:06:51 PM",00:06:51,0.11,"4,177","300,728"
1053949,Siebackup,0,Backup,ACUEUTAPAU,"Jan 19, 2024 6:00:14 PM","Jan 19, 2024 6:02:09 PM",00:01:55,0,"4,236",268
1053950,Siebackup,0,Backup,ACUEUTAPAU,"Jan 19, 2024 6:00:14 PM","Jan 19, 2024 6:01:55 PM",00:01:41,0,"3,084",128
1053951,Siebackup,0,Backup,ACUEUTAPAU,"Jan 19, 2024 6:00:14 PM","Jan 19, 2024 6:01:05 PM",00:00:51,0,1,0
1053952,Siebackup,0,Backup,ACUEUTAPAU,"Jan 19, 2024 6:00:15 PM","Jan 19, 2024 6:01:11 PM",00:00:56,0,132,36
1053953,Siebackup,0,Backup,Acuezadd,"Jan 19, 2024 6:00:17 PM","Jan 19, 2024 6:01:01 PM",00:00:44,0,1,0
1053954,Siebackup,0,Backup,Acuezadd,"Jan 19, 2024 6:00:17 PM","Jan 19, 2024 6:01:01 PM",00:00:44,0,25,3
1053955,Siebackup,0,Backup,Acuezadd,"Jan 19, 2024 6:00:17 PM","Jan 19, 2024 6:01:01 PM",00:00:44,0,1,0
1053956,Siebackup,0,Backup,Acuezadd,"Jan 19, 2024 6:00:17 PM","Jan 19, 2024 6:02:07 PM",00:01:50,0.02,623,"8,342"
1053957,Siebackup,0,Backup,ACUETREGAN(03-01-22 12:19),"Jan 19, 2024 6:00:26 PM","Jan 19, 2024 6:01:15 PM",00:00:49,0,1,0
1053958,Siebackup,0,Backup,ACUETREGAN(03-01-22 12:19),"Jan 19, 2024 6:00:26 PM","Jan 19, 2024 6:01:21 PM",00:00:55,0,4,1
1053959,Siebackup,0,Backup,ACUETREGAN(03-01-22 12:19),"Jan 19, 2024 6:00:26 PM","Jan 19, 2024 6:01:17 PM",00:00:51,0,1,0
1053960,Siebackup,0,Backup,sapbwp-bck,"Jan 19, 2024 6:00:31 PM","Jan 19, 2024 6:01:05 PM",00:00:34,0,1,"68,198"
1053961,Siebackup,0,Backup,ACUETREGAN(03-01-22 12:19),"Jan 19, 2024 6:00:27 PM","Jan 19, 2024 6:03:21 PM",00:02:54,0.01,"3,152","5,415"
1053962,Siebackup,0,Backup,backupsmp,"Jan 19, 2024 6:00:38 PM","Jan 19, 2024 6:06:37 PM",00:05:59,0.92,10,"3,957"
1053963,Siebackup,0,Backup,ACUEBILBAO,"Jan 19, 2024 6:00:55 PM","Jan 19, 2024 6:02:05 PM",00:01:10,0.09,12,"29,712"
1053964,Siebackup,0,Backup,ACUEBILBAO,"Jan 19, 2024 6:00:55 PM","Jan 19, 2024 6:05:25 PM",00:04:30,0,296,3
1053965,Siebackup,0,Backup,sapbwp-bck,"Jan 19, 2024 6:01:10 PM","Jan 19, 2024 6:01:33 PM",00:00:23,0,8,"1,473"
1053966,Siebackup,0,Backup,backupsmp,"Jan 19, 2024 6:06:44 PM","Jan 19, 2024 6:07:09 PM",00:00:25,0,9,"1,074"
1053967,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 6:09:52 PM","Jan 19, 2024 6:15:11 PM",00:05:19,7.02,2,"44,526"
1053968,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 6:09:53 PM","Jan 19, 2024 6:13:47 PM",00:03:54,3.52,1,"43,241"
1053969,Siebackup,0,Backup,backupspr,"Jan 19, 2024 6:13:46 PM","Jan 19, 2024 7:37:31 PM",01:23:45,1.7,"167,148","51,319"
1053970,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 6:15:20 PM","Jan 19, 2024 6:18:49 PM",00:03:29,3.5,1,"48,285"
1053971,Siebackup,0,Backup,sapn0-bck,"Jan 19, 2024 6:18:55 PM","Jan 19, 2024 6:22:51 PM",00:03:56,3.52,1,"46,416"
